forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h,121h,122h,123h,124h,125h,126h,127h,128h,129h,130h,131h,132h,133h,134h,135h,136h,137h,138h,139h,140h,141h,142h,143h,144h
2025-09-22,2025-09-22 04:00:00+00:00,7004,6722,6531,6445,6481,6750,7411,7787,8058,8251,8497,8733,8960,9164,9257,9285,9331,9272,9131,8920,8725,8323,7778,7278,6952,6671,6508,6404,6452,6717,7245,7627,7810,7991,8203,8328,8485,8710,8774,8761,8787,8738,8608,8523,8435,8065,7602,7142,6784,6514,6371,6268,6317,6582,7073,7417,7617,7790,7996,8132,8286,8476,8529,8538,8583,8519,8395,8279,8188,7856,7404,6959,6740,6499,6353,6263,6313,6597,7096,7458,7669,7856,8055,8178,8321,8520,8557,8524,8529,8445,8304,8216,8110,7785,7346,6896,6602,6374,6237,6144,6212,6450,6893,7226,7422,7576,7742,7825,7933,8056,8068,8025,8038,7973,7810,7668,7561,7300,6929,6524,6258,6016,5885,5763,5735,5812,5983,6136,6370,6605,6789,6913,7005,7118,7215,7302,7390,7389,7283,7186,7101,6871,6561,6213
2025-09-22,2025-09-22 04:00:00+00:00,7004,6722,6531,6445,6481,6750,7411,7787,8058,8251,8497,8733,8960,9164,9257,9285,9331,9272,9131,8920,8725,8323,7778,7278,6952,6671,6508,6404,6452,6717,7245,7627,7810,7991,8203,8328,8485,8710,8774,8761,8787,8738,8608,8523,8435,8065,7602,7142,6784,6514,6371,6268,6317,6582,7073,7417,7617,7790,7996,8132,8286,8476,8529,8538,8583,8519,8395,8279,8188,7856,7404,6959,6740,6499,6353,6263,6313,6597,7096,7458,7669,7856,8055,8178,8321,8520,8557,8524,8529,8445,8304,8216,8110,7785,7346,6896,6602,6374,6237,6144,6212,6450,6893,7226,7422,7576,7742,7825,7933,8056,8068,8025,8038,7973,7810,7668,7561,7300,6929,6524,6258,6016,5885,5763,5735,5812,5983,6136,6370,6605,6789,6913,7005,7118,7215,7302,7390,7389,7283,7186,7101,6871,6561,6213
2025-09-22,2025-09-22 04:00:00+00:00,7004,6722,6531,6445,6481,6750,7411,7787,8058,8251,8497,8733,8960,9164,9257,9285,9331,9272,9131,8920,8725,8323,7778,7278,6958,6676,6513,6408,6456,6721,7249,7632,7814,7995,8209,8334,8491,8717,8782,8770,8795,8747,8616,8531,8443,8071,7609,7148,6781,6511,6370,6267,6316,6581,7072,7417,7618,7792,7997,8134,8287,8479,8532,8540,8584,8521,8397,8282,8190,7859,7407,6961,6740,6493,6349,6260,6311,6592,7091,7454,7664,7849,8054,8183,8330,8532,8579,8545,8555,8470,8324,8231,8125,7803,7360,6907,6603,6374,6238,6144,6212,6450,6893,7226,7423,7578,7743,7825,7933,8054,8065,8021,8034,7968,7807,7664,7559,7299,6928,6523,6257,6015,5884,5763,5735,5812,5982,6135,6370,6605,6789,6913,7005,7118,7215,7303,7390,7390,7283,7187,7102,6871,6561,6213
2025-09-23,2025-09-23 04:00:00+00:00,6793,6540,6376,6301,6346,6675,7195,7594,7788,7969,8174,8312,8463,8694,8781,8780,8813,8761,8630,8534,8426,8040,7565,7117,6780,6505,6363,6260,6305,6568,7051,7402,7602,7780,7989,8133,8290,8485,8538,8534,8563,8490,8355,8235,8140,7808,7361,6919,6700,6460,6317,6234,6280,6561,7051,7407,7609,7787,7974,8086,8220,8404,8431,8383,8380,8300,8167,8081,7992,7691,7269,6830,6524,6293,6163,6088,6145,6403,6860,7178,7359,7533,7712,7815,7946,8111,8137,8116,8129,8078,7898,7736,7623,7347,6971,6544,6236,5998,5864,5751,5722,5810,5958,6104,6343,6584,6809,6974,7110,7265,7393,7500,7613,7632,7526,7390,7299,7056,6710,6345,6002,5781,5646,5550,5521,5560,5654,5755,5983,6249,6487,6722,6933,7109,7257,7396,7550,7601,7505,7416,7357,7075,6703,6348
2025-09-30,2025-09-30 04:00:00+00:00,6508,6167,6085,6116,6068,6260,6834,7153,7323,7504,7764,8015,8203,8469,8650,8881,9034,9024,8815,8613,8390,7912,7474,6938,6461,6234,6111,6055,6107,6387,6891,7167,7335,7438,7562,7696,7842,7959,7999,7978,8014,8040,7897,7854,7838,7536,7061,6659,6337,6141,6052,5999,6051,6343,6839,7182,7273,7339,7470,7571,7669,7810,7890,7889,7909,7939,7823,7773,7719,7437,6978,6599,6297,6097,5985,5916,5987,6237,6709,7032,7205,7339,7494,7643,7792,8001,8087,8111,8146,8136,7960,7801,7671,7381,6964,6541,6221,5995,5857,5761,5724,5820,5992,6120,6344,6614,6878,7102,7333,7536,7718,7865,8016,8039,7898,7770,7622,7303,6892,6498,6081,5850,5709,5601,5550,5605,5723,5814,6039,6338,6623,6951,7296,7597,7842,8103,8361,8457,8330,8203,8058,7652,7153,6725,6406,6163,6034,5984,6064,6354,6883,7273,7486,7743,8070,8357,8688,9004,9174,9300,9381,9344,9182,9033,8827,8371,7777,7278
2025-10-09,2025-10-09 04:00:00+00:00,6428,6226,6150,6188,6304,6633,7161,7501,7625,7608,7592,7566,7587,7603,7539,7441,7383,7384,7411,7459,7455,7286,6965,6641,6436,6296,6252,6271,6370,6667,7139,7448,7547,7513,7458,7388,7347,7349,7256,7145,7131,7109,7029,7034,7029,6884,6586,6251,6066,5876,5805,5748,5776,5914,6121,6287,6473,6570,6632,6642,6652,6655,6632,6637,6670,6719,6664,6676,6673,6535,6273,5983,5819,5632,5564,5522,5514,5589,5717,5848,6037,6203,6315,6440,6536,6583,6605,6635,6739,6825,6793,6834,6872,6683,6390,6093,5963,5823,5761,5783,5911,6225,6794,7176,7339,7447,7548,7605,7673,7749,7722,7652,7622,7629,7535,7523,7496,7243,6856,6505,6281,6093,5999,5989,6069,6353,6891,7245,7391,7474,7556,7614,7705,7813,7791,7743,7751,7741,7638,7626,7592,7318,6932,6565
2025-10-10,2025-10-10 04:00:00+00:00,6318,6192,6138,6143,6233,6525,6980,7307,7435,7395,7358,7308,7283,7295,7225,7149,7134,7117,7039,7013,7007,6848,6535,6202,6065,5871,5791,5731,5757,5883,6061,6231,6431,6538,6600,6613,6618,6621,6593,6591,6618,6647,6612,6655,6676,6532,6260,5967,5783,5619,5548,5510,5511,5579,5692,5812,6012,6174,6279,6387,6484,6549,6579,6618,6730,6828,6791,6808,6852,6670,6378,6088,5954,5816,5757,5783,5911,6227,6799,7181,7339,7441,7532,7586,7645,7715,7683,7610,7576,7585,7497,7488,7462,7215,6828,6486,6255,6071,5988,5995,6080,6367,6908,7268,7404,7484,7560,7614,7707,7823,7802,7751,7744,7743,7618,7603,7565,7298,6912,6540,6306,6107,6027,5992,6075,6373,6881,7227,7359,7442,7534,7566,7639,7708,7672,7608,7584,7579,7505,7535,7487,7252,6890,6548
2025-10-11,2025-10-11 04:00:00+00:00,6030,5830,5757,5698,5719,5842,6034,6216,6413,6522,6608,6640,6659,6684,6662,6670,6696,6720,6649,6673,6674,6524,6261,5970,5793,5621,5547,5517,5517,5585,5688,5787,5996,6157,6235,6353,6467,6534,6578,6620,6752,6857,6827,6832,6883,6695,6390,6090,5940,5803,5743,5762,5876,6187,6744,7123,7281,7393,7493,7558,7640,7719,7709,7657,7640,7643,7547,7526,7488,7232,6840,6483,6254,6067,5986,5984,6071,6357,6889,7239,7371,7435,7506,7557,7642,7745,7721,7682,7688,7690,7580,7547,7519,7254,6864,6503,6299,6118,6042,6016,6100,6392,6899,7248,7373,7456,7536,7572,7640,7715,7662,7601,7588,7557,7488,7499,7447,7236,6875,6541,6309,6138,6074,6066,6159,6471,6981,7343,7473,7506,7535,7540,7581,7619,7552,7466,7423,7412,7368,7416,7385,7189,6851,6509
2025-10-12,2025-10-12 04:00:00+00:00,5782,5615,5541,5512,5513,5582,5685,5793,5989,6145,6227,6318,6429,6486,6536,6585,6711,6805,6756,6758,6805,6646,6348,6078,5931,5795,5735,5755,5870,6182,6739,7119,7276,7381,7475,7538,7616,7694,7683,7629,7611,7614,7524,7507,7463,7207,6818,6467,6218,6038,5959,5966,6055,6344,6876,7231,7362,7422,7484,7531,7614,7724,7710,7667,7670,7674,7566,7548,7507,7243,6857,6492,6274,6095,6021,6001,6088,6387,6909,7261,7408,7464,7530,7553,7589,7639,7558,7503,7466,7450,7411,7449,7424,7220,6857,6525,6347,6181,6125,6124,6221,6535,7040,7391,7511,7522,7527,7517,7546,7590,7517,7434,7396,7389,7354,7399,7381,7195,6860,6531,6383,6234,6170,6180,6271,6562,7035,7351,7472,7471,7449,7410,7389,7406,7320,7216,7196,7156,7058,7070,7056,6891,6600,6266
2025-10-13,2025-10-13 04:00:00+00:00,5920,5790,5727,5748,5867,6183,6746,7138,7289,7419,7505,7599,7658,7677,7655,7601,7586,7582,7497,7499,7437,7185,6800,6448,6227,6045,5966,5969,6063,6353,6878,7232,7370,7430,7492,7533,7605,7699,7677,7632,7631,7645,7551,7517,7479,7220,6840,6480,6258,6082,6007,5981,6070,6357,6860,7216,7350,7428,7493,7512,7558,7626,7557,7486,7475,7466,7406,7456,7415,7194,6827,6503,6283,6123,6070,6076,6172,6498,7007,7370,7488,7487,7478,7462,7484,7526,7456,7370,7340,7330,7316,7378,7352,7165,6827,6503,6348,6203,6138,6144,6244,6526,6984,7304,7428,7418,7395,7353,7322,7347,7267,7178,7160,7123,7031,7052,7022,6854,6560,6229,6035,5863,5763,5727,5733,5832,6027,6204,6396,6524,6622,6675,6759,6828,6875,6945,7008,7026,6956,6974,6903,6716,6441,6127
