forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h
2025-09-23,2025-09-23 04:00:00+00:00,480.038,462.915,462.358,452.413,467.386,492.075,552.271,597.118,592.046,591.691,583.843,584.58,570.106,582.266,571.672,581.711,614.638,636.603,646.175,646.763,618.471,586.63,558.168,512.71,478.727,454.062,449.055,443.617,458.688,490.611,541.156,569.291,547.062,503.702,486.877,487.108,472.243,496.938,519.101,538.266,596.424,631.761,646.325,647.687,621.8,597.264,559.051,514.044,495.123,475.816,464.772,458.437,469.028,494.185,557.19,595.033,598.139,590.719,594.686,604.317,598.51,613.902,619.535,616.983,624.966,639.916,647.505,648.492,623.172,595.361,573.697,530.482
