forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h
2025-09-23,2025-09-23 04:00:00+00:00,684.103,657.417,646.908,635.345,651.212,699.576,790.369,815.066,725.479,675.935,639.112,635.928,664.315,723.715,773.837,880.427,979.828,1082.225,1111.422,1114.697,1060.377,980.006,917.2,840.493,780.446,733.869,718.289,714.382,711.618,746.93,839.344,879.996,867.512,858.492,857.262,855.189,873.45,906.712,927.393,960.475,983.05,1017.225,1055.43,1061.683,1034.996,942.416,894.281,809.217,752.226,706.211,702.167,686.65,707.072,734.736,841.327,890.032,893.702,905.901,913.374,900.551,926.852,932.621,949.096,975.647,998.168,1040.864,1079.509,1097.912,1065.584,979.657,929.508,863.157
