forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h
2025-09-23,2025-09-23 04:00:00+00:00,1114.582,1089.211,1070.0,1077.922,1091.22,1172.877,1291.266,1277.832,1164.325,1054.537,1030.016,1061.526,1101.364,1158.72,1212.99,1310.814,1444.798,1534.811,1571.697,1569.716,1485.514,1374.362,1270.347,1201.542,1152.566,1087.36,1090.845,1074.071,1136.18,1161.447,1314.236,1326.007,1292.783,1252.259,1177.864,1163.257,1161.598,1175.219,1165.98,1248.617,1352.693,1483.787,1559.021,1535.109,1432.145,1333.589,1238.543,1169.65,1171.022,1128.935,1115.854,1115.931,1155.927,1214.831,1368.29,1380.355,1384.637,1353.896,1345.241,1334.04,1342.95,1379.809,1410.283,1442.607,1484.911,1556.796,1595.709,1571.462,1477.037,1396.807,1307.308,1221.807
