forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h
2025-10-19,2025-10-19 05:00:00+00:00,9133,8931,8835,8797,8832,9015,9357,9677,9637,9385,9228,9183,9202,9207,9189,9347,9798,10423,10865,10920,10726,10341,9859,9391,9098,8926,8847,8856,9055,9622,10592,11219,11069,10706,10541,10495,10532,10600,10630,10739,10997,11361,11559,11553,11301,10894,10371,9866,9536,9324,9213,9208,9403,9964,10904,11488,11340,10995,10845,10821,10823,10780,10679,10667,10901,11286,11559,11601,11417,11034,10563,10025,9709,9511,9396,9374,9541,10071,10984,11592,11419,11008,10811,10732,10694,10703,10684,10727,10906,11213,11496,11517,11356,11003,10559,10100,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710,11710
2025-10-20,2025-10-20 05:00:00+00:00,9142,8971,8889,8892,9081,9641,10612,11266,11198,10925,10826,10797,10828,10885,10913,10982,11168,11452,11652,11614,11347,10959,10473,10001,9660,9433,9312,9299,9486,10046,10987,11584,11450,11125,10989,10962,10955,10928,10818,10792,10999,11350,11632,11660,11466,11099,10628,10088,9770,9560,9441,9409,9572,10098,11012,11623,11427,11007,10810,10706,10645,10648,10597,10615,10817,11192,11469,11516,11375,11020,10594,10129,9761,9514,9383,9358,9539,10097,11019,11609,11500,11092,10823,10733,10735,10749,10741,10803,10967,11238,11487,11439,11273,10943,10535,10097,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530,11530
2025-10-21,2025-10-21 05:00:00+00:00,9607,9381,9262,9247,9433,9997,10940,11539,11455,11197,11111,11129,11164,11163,11085,11055,11211,11512,11745,11748,11526,11133,10643,10076,9755,9555,9437,9413,9581,10109,11022,11660,11505,11116,10923,10813,10736,10667,10576,10623,10881,11257,11515,11623,11480,11112,10693,10232,9879,9648,9524,9490,9661,10210,11107,11664,11517,11087,10798,10616,10514,10497,10463,10532,10776,11148,11446,11459,11288,10947,10543,10116,9760,9524,9394,9357,9504,10004,10860,11439,11308,10862,10521,10315,10236,10215,10185,10263,10507,10879,11074,10988,10799,10531,10178,9813,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869,10869
2025-10-22,2025-10-22 05:00:00+00:00,9749,9548,9433,9412,9572,10075,10966,11628,11526,11158,10974,10852,10772,10701,10615,10667,10928,11311,11585,11684,11532,11172,10753,10280,9932,9703,9578,9548,9716,10259,11146,11683,11528,11102,10827,10657,10542,10481,10429,10506,10797,11198,11512,11553,11370,11015,10625,10194,9845,9609,9476,9448,9601,10097,10934,11489,11396,10971,10596,10306,10147,10107,10059,10132,10388,10768,11028,11018,10889,10630,10307,9961,9602,9353,9209,9151,9189,9409,9842,10236,10229,9951,9704,9560,9498,9456,9439,9557,9889,10387,10770,10764,10599,10325,9954,9578,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120,11120
2025-10-23,2025-10-23 05:00:00+00:00,9965,9748,9632,9604,9778,10323,11219,11766,11603,11144,10837,10625,10497,10448,10401,10508,10828,11249,11550,11567,11394,11039,10639,10210,9871,9651,9528,9494,9646,10141,10992,11566,11475,11049,10685,10423,10289,10252,10205,10259,10494,10885,11129,11048,10876,10612,10259,9897,9551,9310,9177,9124,9162,9371,9790,10212,10249,9999,9781,9664,9631,9627,9663,9808,10120,10573,10901,10887,10675,10364,9950,9531,9204,8999,8884,8828,8844,9012,9361,9713,9746,9670,9719,9787,9872,9929,9971,10087,10364,10783,11067,11085,10842,10432,9924,9425,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746,11746
2025-10-24,2025-10-24 05:00:00+00:00,9874,9639,9504,9462,9603,10098,10938,11499,11440,11049,10696,10390,10197,10152,10101,10169,10440,10832,11065,11044,10882,10621,10295,9947,9578,9322,9167,9100,9133,9338,9744,10158,10272,10119,9971,9910,9905,9892,9873,9921,10124,10505,10869,10823,10606,10307,9915,9509,9167,8946,8820,8758,8761,8910,9248,9630,9739,9720,9780,9823,9857,9866,9870,9953,10246,10741,11050,11057,10802,10387,9867,9358,9040,8855,8768,8775,8971,9521,10489,11198,11253,11077,11000,10974,10982,10962,10945,10968,11157,11474,11660,11607,11345,10914,10392,9860,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690,11690
2025-10-25,2025-10-25 05:00:00+00:00,9646,9387,9227,9157,9181,9386,9790,10206,10315,10153,9998,9925,9880,9816,9780,9845,10099,10565,10933,10893,10677,10384,9979,9589,9251,9029,8896,8830,8843,9009,9375,9753,9777,9656,9625,9607,9601,9612,9653,9790,10147,10708,11083,11127,10877,10449,9911,9399,9094,8921,8841,8860,9054,9609,10589,11292,11273,11039,10952,10951,10982,10993,10997,11006,11130,11373,11624,11568,11320,10907,10404,9884,9539,9305,9172,9147,9323,9866,10802,11430,11322,11027,10941,10969,11023,11037,10995,10981,11077,11330,11578,11520,11279,10899,10441,9932,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760,11760
2025-10-26,2025-10-26 05:00:00+00:00,9283,9071,8943,8878,8887,9032,9372,9754,9855,9765,9734,9736,9735,9704,9701,9790,10104,10661,11084,11120,10870,10439,9905,9396,9103,8941,8869,8886,9084,9634,10608,11319,11328,11078,10957,10915,10919,10907,10886,10913,11081,11396,11666,11596,11359,10956,10468,9951,9593,9357,9222,9195,9369,9916,10852,11476,11395,11139,11074,11086,11096,11070,11006,10978,11082,11352,11612,11518,11290,10925,10473,9969,9641,9422,9299,9272,9432,9948,10868,11558,11523,11202,11030,10937,10880,10843,10791,10835,11060,11401,11584,11597,11419,11064,10643,10161,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852,11852
2025-10-27,2025-10-27 05:00:00+00:00,9248,9080,9006,9022,9226,9784,10767,11463,11397,11063,10875,10820,10821,10788,10767,10839,11075,11440,11705,11643,11425,11039,10573,10075,9728,9489,9360,9343,9534,10097,11050,11638,11539,11298,11235,11187,11135,11101,11045,11042,11192,11496,11736,11683,11452,11083,10628,10113,9780,9555,9429,9403,9563,10088,11020,11694,11610,11250,11040,10907,10833,10800,10773,10836,11073,11430,11629,11652,11467,11093,10682,10227,9872,9632,9505,9480,9662,10216,11137,11741,11674,11411,11318,11225,11175,11169,11142,11182,11360,11599,11759,11731,11482,11114,10705,10263,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775,11775
2025-10-28,2025-10-28 05:00:00+00:00,9723,9491,9362,9345,9526,10083,11036,11637,11554,11340,11310,11306,11299,11290,11241,11224,11349,11604,11791,11718,11482,11101,10642,10122,9804,9600,9475,9443,9598,10112,11036,11728,11653,11314,11138,11032,10975,10968,10932,10982,11201,11505,11696,11732,11559,11181,10755,10284,9931,9692,9557,9525,9691,10223,11127,11738,11697,11438,11350,11274,11215,11192,11166,11207,11366,11591,11765,11725,11496,11148,10740,10297,9932,9690,9558,9530,9688,10174,10962,11610,11724,11461,11287,11021,10860,10737,10643,10680,10824,10922,10887,10790,10698,10498,10229,9921,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108,11108
2025-10-29,2025-10-29 05:00:00+00:00,9753,9536,9410,9386,9544,10052,10967,11677,11654,11313,11082,10939,10841,10770,10705,10771,11044,11437,11689,11741,11573,11203,10790,10326,9982,9758,9631,9601,9776,10308,11198,11791,11724,11397,11219,11066,10971,10920,10867,10949,11210,11535,11748,11723,11503,11152,10752,10310,9934,9687,9549,9523,9684,10176,10971,11622,11702,11427,11259,11016,10870,10756,10672,10687,10790,10875,10867,10779,10700,10516,10257,9952,9657,9487,9387,9360,9461,9780,10289,10518,10429,10306,10306,10259,10208,10121,10055,10132,10385,10741,11031,11033,10778,10426,10070,9659,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273,11273
2025-10-30,2025-10-30 05:00:00+00:00,9940,9710,9579,9542,9700,10224,11115,11730,11730,11488,11395,11316,11239,11190,11130,11154,11321,11573,11760,11726,11499,11148,10753,10310,9953,9713,9571,9546,9702,10186,10971,11622,11740,11505,11397,11204,11088,11016,10963,10968,11032,11093,11049,10971,10855,10641,10350,10021,9715,9528,9410,9377,9474,9785,10281,10526,10512,10430,10417,10378,10323,10265,10241,10327,10543,10855,11106,11123,10862,10490,10126,9713,9422,9225,9090,9020,9016,9137,9401,9658,9764,9770,9810,9859,9955,10041,10048,10147,10446,10949,11382,11358,11152,10841,10447,10029,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134,12134
2025-10-31,2025-10-31 05:00:00+00:00,9884,9653,9514,9486,9629,10098,10875,11545,11747,11591,11510,11314,11179,11080,11005,11002,11065,11102,11028,10941,10829,10627,10342,10009,9717,9557,9449,9413,9512,9813,10310,10571,10579,10499,10469,10418,10353,10287,10265,10358,10577,10888,11153,11157,10893,10523,10150,9738,9458,9274,9148,9071,9069,9188,9448,9707,9811,9784,9765,9775,9846,9943,9995,10127,10419,10915,11351,11287,11081,10778,10370,9950,9569,9311,9165,9107,9167,9455,10099,10979,11476,11355,11060,10924,10878,10826,10817,10895,11146,11603,11974,11904,11726,11453,11040,10604,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083,12083
2025-11-01,2025-11-01 05:00:00+00:00,9689,9515,9402,9374,9469,9766,10260,10508,10496,10418,10416,10367,10308,10243,10195,10266,10497,10825,11090,11089,10859,10509,10141,9729,9447,9262,9135,9062,9061,9193,9463,9697,9748,9673,9627,9611,9665,9722,9713,9850,10211,10772,11235,11228,11071,10785,10394,9965,9568,9295,9151,9097,9151,9436,10090,10981,11418,11236,10915,10778,10749,10706,10697,10757,10978,11421,11831,11785,11618,11357,10961,10537,10122,9802,9591,9498,9532,9802,10415,11236,11584,11361,11048,10855,10834,10867,10883,10951,11161,11550,11870,11787,11607,11309,10885,10469,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896,11896
2025-11-02,2025-11-02 05:00:00+00:00,9465,9293,9174,9101,9104,9227,9486,9734,9873,9894,9902,9919,9998,10050,10016,10079,10389,10944,11401,11350,11160,10862,10451,10012,9607,9326,9179,9118,9181,9483,10135,11036,11494,11289,10881,10701,10651,10610,10617,10714,11004,11515,11930,11874,11700,11428,11016,10579,10168,9844,9625,9522,9551,9811,10399,11217,11596,11400,11087,10910,10880,10906,10907,10962,11165,11548,11856,11810,11647,11346,10908,10495,10081,9749,9532,9423,9449,9713,10316,11107,11454,11225,10882,10674,10640,10666,10684,10785,11043,11452,11788,11703,11543,11311,10917,10535,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889,11889
2025-11-03,2025-11-03 05:00:00+00:00,9631,9365,9235,9192,9253,9549,10208,11089,11503,11289,10908,10715,10643,10591,10604,10721,11024,11527,11922,11873,11720,11454,11044,10616,10207,9879,9659,9564,9597,9850,10435,11238,11645,11485,11216,11065,11037,11047,11042,11083,11269,11633,11941,11872,11691,11368,10910,10499,10103,9792,9588,9481,9498,9764,10379,11207,11582,11370,11028,10823,10765,10763,10749,10814,11069,11520,11895,11836,11674,11423,11009,10612,10223,9920,9716,9619,9652,9921,10542,11317,11647,11490,11300,11184,11146,11155,11176,11244,11403,11707,11972,11856,11702,11434,11007,10586,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773
2025-11-04,2025-11-04 05:00:00+00:00,10144,9821,9597,9487,9508,9754,10340,11158,11594,11456,11195,11041,11025,11059,11087,11152,11322,11650,11922,11815,11616,11301,10866,10461,10066,9750,9546,9447,9487,9759,10364,11176,11580,11416,11107,10871,10781,10750,10708,10761,11024,11470,11862,11813,11663,11413,10996,10605,10200,9888,9672,9569,9589,9846,10450,11229,11695,11605,11358,11236,11187,11196,11187,11207,11320,11609,11943,11778,11589,11306,10854,10437,9997,9634,9399,9291,9316,9548,10095,10885,11314,11222,10997,10901,10847,10794,10810,10855,10979,11294,11563,11439,11236,11014,10680,10330,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423,11423
2025-11-05,2025-11-05 05:00:00+00:00,10231,9915,9715,9618,9648,9918,10530,11350,11774,11616,11283,11020,10918,10895,10864,10950,11214,11630,12029,11975,11796,11536,11121,10734,10333,10027,9803,9692,9712,9958,10543,11319,11787,11712,11503,11391,11337,11334,11331,11378,11507,11794,12052,11910,11705,11413,10963,10546,10125,9783,9557,9449,9468,9691,10234,11017,11475,11392,11146,11025,10992,11012,11051,11109,11208,11460,11714,11599,11379,11153,10823,10482,10138,9855,9656,9526,9463,9509,9719,10039,10345,10490,10572,10565,10538,10492,10442,10496,10725,11135,11535,11506,11294,11055,10729,10355,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947
2025-11-06,2025-11-06 05:00:00+00:00,10287,9974,9756,9646,9663,9902,10485,11280,11794,11757,11555,11455,11405,11395,11363,11361,11465,11770,12036,11878,11688,11416,10989,10574,10161,9823,9599,9489,9500,9701,10219,11000,11512,11531,11398,11357,11340,11328,11316,11300,11367,11609,11842,11705,11501,11299,10974,10608,10263,9982,9780,9653,9579,9600,9779,10109,10432,10590,10674,10665,10647,10631,10613,10681,10900,11293,11678,11625,11429,11202,10916,10562,10248,10019,9861,9763,9726,9796,10014,10301,10449,10461,10454,10443,10495,10571,10613,10724,11044,11614,12153,12159,11959,11722,11338,10907,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780,12780
2025-11-07,2025-11-07 05:00:00+00:00,10050,9710,9486,9384,9405,9625,10172,10962,11383,11269,11030,10969,10996,11062,11131,11186,11248,11465,11682,11571,11360,11153,10847,10493,10159,9896,9712,9589,9525,9557,9745,10079,10412,10563,10624,10608,10600,10616,10624,10725,10958,11338,11701,11654,11460,11256,10984,10635,10327,10107,9957,9851,9806,9875,10096,10396,10539,10504,10423,10355,10379,10465,10532,10682,11045,11648,12196,12192,12018,11792,11416,10988,10606,10337,10178,10109,10143,10392,10993,11869,12259,12075,11774,11595,11524,11506,11510,11591,11851,12281,12659,12610,12444,12231,11851,11475,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701,12701
2025-11-08,2025-11-08 05:00:00+00:00,10117,9858,9668,9539,9466,9492,9682,10041,10383,10515,10545,10522,10517,10549,10575,10675,10895,11283,11661,11619,11461,11269,11007,10645,10335,10104,9952,9849,9807,9874,10072,10352,10522,10531,10476,10433,10449,10502,10561,10696,11016,11589,12158,12173,11999,11789,11415,10980,10598,10327,10183,10115,10143,10389,10984,11852,12241,12043,11711,11514,11418,11400,11414,11491,11748,12193,12576,12545,12385,12175,11786,11406,10953,10590,10333,10215,10222,10463,11052,11865,12306,12186,11929,11742,11666,11634,11602,11615,11799,12171,12464,12382,12189,11891,11455,11053,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448,12448
2025-11-09,2025-11-09 05:00:00+00:00,10449,10230,10089,10000,9959,10026,10230,10506,10674,10694,10657,10629,10658,10729,10772,10872,11171,11742,12314,12322,12141,11927,11551,11111,10725,10461,10314,10245,10276,10532,11144,12006,12389,12187,11858,11660,11562,11518,11489,11556,11846,12312,12696,12647,12453,12224,11807,11418,10962,10589,10327,10203,10207,10446,11035,11874,12302,12149,11874,11718,11643,11591,11551,11564,11735,12096,12417,12378,12169,11850,11408,11013,10593,10254,10030,9933,9962,10241,10873,11702,12038,11799,11449,11226,11146,11132,11096,11180,11471,11956,12369,12321,12115,11839,11391,10966,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398,12398
2025-11-10,2025-11-10 05:00:00+00:00,10742,10474,10323,10254,10285,10545,11161,12019,12421,12226,11890,11708,11631,11604,11585,11654,11909,12328,12702,12641,12446,12208,11791,11391,10936,10566,10306,10188,10202,10444,11031,11854,12328,12208,11906,11684,11535,11452,11422,11480,11704,12117,12457,12404,12194,11869,11429,11032,10628,10310,10102,9998,10027,10303,10937,11778,12129,11891,11527,11281,11183,11175,11152,11245,11542,12029,12438,12394,12186,11902,11454,11018,10619,10314,10090,9995,10024,10292,10925,11703,11998,11709,11339,11116,11003,10987,11003,11121,11395,11868,12303,12296,12124,11871,11481,11088,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964
2025-11-11,2025-11-11 05:00:00+00:00,10964,10610,10361,10247,10257,10507,11124,11965,12417,12263,11939,11710,11586,11540,11532,11586,11786,12163,12495,12444,12229,11918,11486,11080,10665,10342,10128,10024,10058,10338,10965,11800,12139,11907,11573,11363,11275,11256,11221,11291,11559,12025,12420,12367,12170,11895,11470,11034,10638,10340,10137,10049,10075,10340,10968,11754,12030,11741,11389,11171,11031,10989,10994,11119,11396,11840,12212,12191,12021,11760,11385,11001,10571,10235,10012,9897,9919,10164,10738,11479,11710,11425,11100,10914,10817,10749,10707,10776,11017,11411,11710,11598,11383,11134,10802,10455,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300,11300
