forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h
2025-10-09,2025-10-09 05:00:00+00:00,16003,15731,15624,15786,16491,16468,17618,17923,18005,18072,18025,18009,17981,17861,17641,17492,17536,17834,18047,17817,17240,16413,15808,15234,15722,15432,15303,15440,16055,15886,16987,17464,17640,17749,17752,17682,17582,17423,17187,17005,16919,16912,17032,16872,16334,15564,14974,14417,14329,14555,14370,14337,14553,14078,14210,14654,14954,15145,15223,15196,15147,15092,15059,15101,15300,15682,15901,15782,15361,14751,14036,13782,14289,14000,13839,13792,13934,13363,13831,14115,14436,14772,15020,14883,14866,14978,15113,15299,15620,16072,16366,16218,15779,15126,14621,14171,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490,18490
2025-10-10,2025-10-10 05:00:00+00:00,15758,15471,15340,15465,16053,15869,17010,17509,17667,17762,17768,17696,17591,17407,17148,16957,16901,16946,17047,16865,16333,15576,15000,14442,13944,14573,14385,14356,14570,14085,14216,14672,14968,15148,15223,15188,15128,15061,15024,15072,15284,15694,15888,15766,15342,14730,14030,13788,14290,13992,13823,13781,13921,13745,13782,14082,14421,14773,15032,14898,14868,14945,15059,15254,15598,16060,16329,16209,15787,15152,14666,14241,14818,14592,14531,14727,15449,15463,16738,17377,17687,17933,18096,18172,18243,18224,18048,17884,17874,17955,18199,17964,17377,16528,15627,15279,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671,18671
2025-10-11,2025-10-11 05:00:00+00:00,13936,14545,14344,14308,14525,14045,14208,14664,14980,15193,15313,15325,15311,15270,15229,15247,15363,15620,15912,15776,15332,14704,14003,13772,14297,14025,13873,13828,13967,13795,13876,14238,14571,14910,15196,15053,15025,15104,15219,15402,15689,16073,16349,16241,15768,15090,14596,14173,14753,14527,14483,14695,15440,15489,16796,17380,17650,17867,18016,18079,18119,18081,17900,17753,17773,17914,18094,17882,17303,16441,15521,15154,15595,15245,15087,15209,15806,15789,17060,17544,17747,17961,18126,18190,18259,18248,18068,17890,17871,17944,18085,17855,17265,16409,15507,14755,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269,19269
2025-10-12,2025-10-12 05:00:00+00:00,14327,14063,13921,13884,14026,13434,13922,14289,14614,15902,15222,15088,15069,15152,15273,15462,15747,16117,16376,16260,15750,15050,14561,14147,14733,14513,14478,14692,15436,15485,16812,17424,17682,17874,18015,18071,18108,18061,17873,17721,17724,17854,18006,17810,17221,16350,15429,15059,15522,15199,15055,15191,15794,15797,17142,17603,17729,17874,18002,18039,18059,18005,17798,17621,17614,17801,17948,17748,17131,16254,15356,14628,15519,14266,15098,15226,15846,15794,17126,17611,17680,17751,17823,17865,17912,17841,17670,17528,17539,17751,17938,17704,17117,16265,15806,15105,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272,18272
2025-10-13,2025-10-13 05:00:00+00:00,14825,14619,14580,14789,15515,15528,16828,17438,17716,17937,18090,18159,18207,18191,18017,17846,17842,17952,18091,17857,17271,16403,15484,15113,15566,15242,15092,15225,15816,15799,17130,17608,17749,17903,18036,18075,18095,18019,17816,17666,17665,17736,17905,17695,17092,16226,15341,14616,15488,14216,15037,15173,15787,15696,17045,17599,17694,17772,17852,17886,17929,17856,17669,17518,17500,17678,17889,17670,17086,16239,15787,15096,15616,14801,14695,14838,15480,16336,17602,18045,18123,18208,17865,17891,17902,17817,17612,17433,17404,17606,17814,17584,17020,16202,16006,15437,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804,17804
2025-10-14,2025-10-14 05:00:00+00:00,15680,15337,15171,15278,15831,15792,17101,17580,17767,17959,18113,18178,18206,18106,17881,17740,17749,17834,17996,17785,17162,16262,15356,14630,14551,15215,15089,15232,15848,15748,17089,17632,17706,17761,17836,17864,17870,17771,17588,17458,17488,17693,17891,17671,17077,16228,15786,15106,14668,14413,15260,15406,16062,16361,17625,18057,18143,17835,17850,17892,17910,17809,17594,17423,17421,17663,17874,17642,17069,16251,15394,14670,14191,13891,14707,14816,15380,15573,16776,17343,17546,17685,17751,17703,17627,17463,17207,17002,16901,16893,17069,16855,16403,15734,14922,14187,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550,16550
2025-10-15,2025-10-15 05:00:00+00:00,15544,14275,15094,15224,15828,15737,17101,17675,17763,17815,17886,17917,17929,17838,17668,17559,17595,17767,17944,17680,17103,16295,15878,15199,15722,14512,15363,15503,15599,16433,17687,18133,18226,17908,17903,17930,17933,17832,17629,17474,17464,17662,17873,17656,17090,16280,15433,14718,14233,14893,14746,14846,14438,15574,16776,17392,17639,17794,17873,17820,17732,17567,17309,17100,16981,16947,17137,16919,16484,15817,15006,14273,13720,13334,14053,13958,13740,13519,14075,14657,15058,15317,15444,15446,15408,15340,15261,15244,15374,15689,15983,15792,15377,14766,14060,13825,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397,16397
2025-10-16,2025-10-16 05:00:00+00:00,15733,14917,15351,15485,15158,16379,17653,18158,18277,17986,18023,18059,18078,17995,17779,17606,17575,17750,17962,17752,17198,16375,15499,14754,15224,13957,14765,14856,14434,15552,16740,17360,17625,17800,17887,17871,17823,17684,17431,17218,17090,17075,17254,17021,16625,16002,15185,14422,13864,13487,14209,14109,13255,13615,14129,14732,15204,15517,15689,15759,15802,15796,15764,15753,15827,16022,16267,16064,15626,14981,14259,13618,13959,13790,13614,13550,13628,13002,13595,14102,14485,14847,15164,15318,15359,15371,15437,15584,15817,16114,16443,16258,15726,15001,14309,13760,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187,18187
2025-10-17,2025-10-17 05:00:00+00:00,15238,13991,14803,14890,14466,15574,16755,17371,17636,17797,17869,17843,17787,17654,17425,17223,17114,17122,17303,17045,16608,15948,15127,14374,13835,13475,14209,14114,13261,13631,14116,14700,15181,15526,15714,15793,15826,15812,15787,15788,15855,16036,16274,16102,15636,14949,14191,13541,13685,13717,13541,13483,13579,12962,13542,14047,14444,14822,15139,15299,15344,15348,15396,15522,15756,16091,16460,16251,15738,15053,14395,13858,13522,14315,14295,14528,15294,15741,17115,17620,17779,17904,17993,18009,17980,17883,17667,17494,17498,17745,18039,17762,17107,16213,15329,15005,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132,18132
2025-10-18,2025-10-18 05:00:00+00:00,13933,13566,14293,14191,13349,13727,14215,14798,15272,15615,15809,15881,15913,15912,15923,15968,16097,16354,16539,16359,15905,15243,14508,13864,13990,14003,13804,13721,13763,13067,13597,14181,14656,15067,15400,15545,15555,15508,15500,15584,15788,16135,16521,16338,15791,15054,14394,13865,13527,14316,14297,14542,15337,15854,17254,17763,17899,17980,18030,18032,17982,17854,17639,17485,17510,17799,18081,17807,17159,16275,15409,15109,14249,13965,13844,13980,14658,16007,17329,17742,17838,17920,17974,17974,17948,17832,17579,17372,17363,17615,17916,17648,17009,16161,15326,14641,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176,18176
