forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T15:24:11Z,2025-10-10T18:00:00Z,41.4,43.5,45.1,46.8,47.3,47.3,46.8,45.7,44.6,43.5,42.4,41.4,40.9,40.4,40.4,40.4,39.9,39.9,39.4,39.4
