forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:40:44Z,2025-10-10T00:00:00Z,3.11,3.26,3.18,3.13,3.02,2.9,2.75,2.62,2.48,2.36,2.25,2.13,2.05,2.02
