forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h
2025-10-09T19:09:51Z,2025-10-09T13:00:00Z,0.196,0.194,0.19,0.189,0.185,0.183,0.18,0.178,0.176,0.172,0.171,0.169,0.167,0.165,0.163,0.16,0.158,0.157,0.155,0.153,0.153,0.152,0.152,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.149,0.149,0.147,0.147,0.146,0.144,0.142,0.142,0.141,0.141,0.139,0.138,0.136,0.136,0.135,0.133,0.133,0.132,0.132,0.13,0.13,0.129,0.128,0.128,0.126,0.126,0.125,0.125,0.125,0.123
