forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h,121h,122h,123h,124h,125h,126h,127h,128h,129h,130h,131h,132h,133h,134h,135h,136h,137h,138h,139h,140h,141h,142h,143h,144h,145h,146h,147h,148h,149h,150h,151h,152h,153h,154h,155h,156h,157h,158h,159h,160h,161h,162h,163h,164h,165h,166h,167h,168h,169h
2025-10-10T14:54:14Z,2025-10-10T15:00:00Z,0.003,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.0079,0.0133,0.0157,0.0178,0.0178,0.0192,0.0171,0.0138,0.0111,0.0092,0.0079,0.0092,0.0138,0.026,0.0444,0.063,0.0821,0.1,0.115,0.134,0.154,0.173,0.193,0.209,0.221,0.23,0.236,0.242,0.245,0.249,0.249,0.242,0.23,0.215,0.193,0.176,0.162,0.144,0.125,0.105,0.0863,0.0702,0.0574,0.0506,0.0459,0.0444,0.0459,0.049,0.0522,0.0557,0.0592,0.0647,0.0683,0.0702,0.074,0.078,0.08,0.0821,0.0842,0.0842,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0863,0.0842,0.0842,0.0842,0.08,0.074,0.0665,0.0592,0.0522,0.0474,0.0415,0.0374,0.0325,0.028,0.0242,0.0208,0.0178,0.0157,0.0151,0.0133,0.0133,0.0121,0.0111,0.0111,0.0101,0.0101,0.0101,0.0092,0.0092,0.0092,0.0092,0.0092,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0079,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061,0.0061
