forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:24:42Z,2025-10-10T00:00:00Z,0.998,0.957,0.925,0.886,0.849,0.812,0.777,0.749,0.716,0.696,0.684,0.716,0.805,0.933
