forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:25Z,2025-10-10T00:00:00Z,3.76,4.01,4.19,4.27,4.24,4.12,3.98,3.78,3.59,3.39,3.18,3.01,2.85,2.76
