forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:09:34Z,2025-10-10T00:00:00Z,0.294,0.276,0.264,0.247,0.232,0.222,0.212,0.203,0.199,0.194
