forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T18:39:26Z,2025-10-10T00:00:00Z,1.78,1.79,1.79,1.79,1.79,1.79,1.8,1.8,1.8,1.8
