forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h
2025-10-10T14:24:28Z,2025-10-10T18:00:00Z,82.2,78.5,82.2,82.2,82.2,80.4,76.7,73.2,69.4,67.6,67.6,65.8,64,60.5,60.5,57.3,54.1,54.1,51.1,51.1,48.3,48.3,48.3,45.1,45.1,45.1,45.1,42,42,42,42,42,42,42,42,42,42,42,42,42
