forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T16:24:20Z,2025-10-10T18:00:00Z,3.48,3.67,3.8,3.8,3.48,3.23,2.47,2.06,1.86,1.48,1.34,1.29,1.24,1.24,1.24,1.18,1.18,1.18,1.18,1.18
