forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h
2025-10-10T15:39:09Z,2025-10-10T18:00:00Z,0.801,0.789,0.789,0.801,0.861,0.936,1.05,1.09,1.09,1.05,1.03,0.986,0.936,0.936,0.948,0.936,0.91,0.923,0.936,0.923,0.898,0.898,0.923,0.936,0.948,0.961,0.961,0.936,0.923,0.923,0.91,0.898,0.898,0.898,0.886,0.886,0.873,0.873,0.861,0.861
