forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T13:24:56Z,2025-10-10T18:00:00Z,0.163,0.163,0.136,0.136,0.112,0.112,0.112,0.163,0.309,0.584,1.03,1.62
