forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T13:09:46Z,2025-10-10T18:00:00Z,0.777,0.684,0.601,0.527,0.493,0.461,0.461,0.461,0.431,0.431,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402,0.402
