forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:45Z,2025-10-10T00:00:00Z,0.492,0.487,0.482,0.487,0.492,0.497,0.502,0.502,0.502,0.502
