forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T15:24:40Z,2025-10-10T18:00:00Z,1.87,1.32,1.21,1.21,1.1,0.994,0.994,0.897,0.897,0.897,0.897,0.897
