forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h
2025-10-10T15:54:29Z,2025-10-10T18:00:00Z,44.8,52.5,42.3,37.3,41,46.1,35.8,38.8,43.6,46.1,41,36.6,41,46.1,41,35.8,41,46.1,41,38.8,37.3,46.1,40.3,37.3,41,46.1,39.6,36.6
