forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:24:43Z,2025-10-10T00:00:00Z,7.51,7.48,7.45,7.41,7.38,7.31,7.28,7.24,7.24,7.21,7.17,7.21,7.38,7.72
