forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h
2025-10-10T14:39:30Z,2025-10-10T15:00:00Z,0.787,0.787,0.787,0.787,0.793,0.793,0.799,0.799,0.805,0.805,0.81,0.816,0.828,0.834,0.846,0.858,0.87,0.883,0.895,0.914,0.933,0.945,0.965,0.984,0.997,1.02,1.04,1.05,1.06,1.08,1.08,1.09,1.09,1.09,1.08,1.08,1.07,1.06,1.04,1.02,1.01,0.997,0.978,0.965,0.952,0.939,0.926,0.92,0.908,0.901,0.889,0.883,0.877,0.87,0.864,0.858,0.852,0.852,0.846,0.84,0.834,0.828,0.828,0.822,0.816,0.816,0.81,0.81,0.805,0.805,0.799,0.799,0.799,0.793,0.793,0.793,0.793,0.787,0.787,0.787,0.787,0.787,0.787,0.787,0.793,0.793,0.799,0.799,0.805,0.816,0.822,0.834,0.84,0.852,0.87,0.883,0.901,0.92,0.939,0.958,0.984,1,1.02,1.05,1.07,1.09,1.11,1.13,1.15,1.16,1.17,1.18,1.18,1.18,1.19,1.19,1.18,1.18
