forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h
2025-10-10T15:24:18Z,2025-10-10T18:00:00Z,246,246,248,248,248,246,246,248,248,246,246,246,246,249,250,251,252,254,256,256,257,257,257,257,257,256,256,254,252,252,251,250,250,249,248,248,246,245,245,244,243,242,242,241,239,239,238,238,237,237,237,236,234,234,233,233,232,232,231,231,230,230,228,227,227,226,226,225,225,224,224,222,222,221,220,220,220,218,218,218,218,217,217,217,217,216,216,216,216,216,216,216,216,214,214,214,214,214,214,214,214,214,214,214,213,213,213,213,213,213,213,213
