forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h
2025-10-10T16:54:10Z,2025-10-10T17:00:00Z,60.5,61.1,62.2,61.8,61.5,61,60.5,60.3,60,59.8,59.6,59.6,59.6,59.9,60.1,60.3,60.4,60.3,60.4,60.2,60,59.9,60,60,60,60,60.1,60.1,60
