forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h
2025-10-10T16:56:21Z,2025-10-11T12:00:00Z,1.34,1.43,1.49,1.62,1.91,2.17,2.28,2.32,2.36,2.39,2.35,2.2,2.05,1.91,1.83,1.78,1.75,1.7,1.67,1.66,1.64,1.61,1.59,1.58,1.56,1.57,1.66,1.76,1.82,1.81,1.75,1.71,1.7,1.74,1.89,2.14,2.36
