forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h
2025-10-10T15:54:54Z,2025-10-10T18:00:00Z,2.55,2.5,2.48,2.36,2.2,2.01,1.83,1.62,1.49,1.41,1.42,1.46,1.5,1.58,1.71,1.78,1.83,1.86,1.92,1.9,1.88,1.85,1.86,1.85,1.81,1.81,1.83,1.83,1.85,1.86,1.9,1.92,1.94,1.96,1.99,1.99,1.99,1.97,1.99,1.97
