forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T13:26:34Z,2025-10-10T18:00:00Z,1.75,1.93,1.93,1.93,1.93,1.75,1.75,1.75,1.75,1.93,2.12,2.53
