forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:40:41Z,2025-10-10T00:00:00Z,6.05,6.08,6.08,6.08,6.05,6.04,6.04,6.06,6.09,6.11,6.12,6.11,6.09,6.05
