forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:43Z,2025-10-10T00:00:00Z,67.8,69,69.5,69.6,69.5,68.9,68.1,67.1,65.9,64.6
