forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-10T13:24:51Z,2025-10-10T13:00:00Z,8.21,6.21,9.71,4.75,8.1,6.42,9.61,4.83,8.21,6.81
