forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:23Z,2025-10-10T00:00:00Z,3.54,3.72,3.95,4.2,4.46,4.68,4.85,4.93,4.92,4.84,4.69,4.52,4.32,4.13
