forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:46Z,2025-10-10T00:00:00Z,1.05,1.05,1.02,0.988,0.954,0.92,0.909,0.903,0.898,0.882
