forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:24Z,2025-10-10T00:00:00Z,0.775,0.775,0.754,0.725,0.696,0.67,0.646,0.623,0.597,0.571,0.549,0.526,0.516,0.53
