forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:09:44Z,2025-10-10T00:00:00Z,55.7,59.4,61.4,61.9,61.7,60.9,60.1,59.2,58.1,56.9,55.7,54.7,52.2,50.2
