forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h
2025-10-10T14:24:29Z,2025-10-10T18:00:00Z,41.7,41.7,41.7,41.7,42.2,43.2,44.9,46.6,48.3,48.8,48.8,48.8,47.7,47.1,46.6,46,44.9,44.3,43.7,43.2,42.7,42.7,42.7,43.2,43.7,43.2,42.7,41.7
