forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T15:24:23Z,2025-10-10T18:00:00Z,39.2,38.7,38.7,38.2,38.2,37.7,37.7,37.3,37.3,36.8,36.8,36.8,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3
