forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h
2025-10-10T16:09:18Z,2025-10-10T18:00:00Z,0.322,0.291,0.301,1.32,1.95,2.86,3.88,4.92,5.41,5.16,3.89,2.75,2.07,1.76,1.53,1.3,1.15,1.26,1.49,1.43,1.45
