forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:24:41Z,2025-10-10T00:00:00Z,6.41,6.38,6.36,6.36,6.33,6.31,6.31,6.28,6.26,6.26,6.24,6.24,6.21,6.21
