forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T14:39:56Z,2025-10-10T18:00:00Z,3.46,3.53,3.46,3.46,3.32,3.17,3.03,2.89,2.82,2.76,2.71,2.65,2.65,2.59,2.59,2.53,2.53,2.47,2.47,2.41
