forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:40:28Z,2025-10-10T00:00:00Z,3.5,3.6,3.71,3.81,3.93,3.94,3.96,3.94,3.93,3.86,3.76,3.65,3.55,3.49
