forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T18:39:40Z,2025-10-10T00:00:00Z,8.14,8.11,8.07,8,7.96,7.85,7.75,7.68,7.58,7.47
