forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:35Z,2025-10-10T00:00:00Z,0.4,0.357,0.316,0.286,0.265,0.252,0.242,0.233,0.227,0.218
