forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h
2025-10-09T19:09:37Z,2025-10-09T13:00:00Z,0.0928,0.0911,0.0893,0.0893,0.0877,0.086,0.0843,0.0843,0.0825,0.0809,0.0809,0.0792,0.0776,0.0776,0.076,0.076,0.0745,0.0745,0.0729,0.0715,0.0715,0.07,0.07,0.0683,0.0683,0.0683,0.0667,0.0667,0.0651,0.0651,0.0651,0.0636,0.0636,0.0636,0.0621,0.0621,0.0621,0.0606,0.0606,0.0606,0.0591,0.0591,0.0591,0.0577,0.0577,0.0577,0.0577,0.0563,0.0563,0.0563,0.0563,0.055,0.055,0.055,0.055,0.055,0.0535,0.0535,0.0535,0.0535
