forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T15:24:48Z,2025-10-10T18:00:00Z,0.11,0.0928,0.0928,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0637,0.0637,0.0637
