forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h
2025-10-10T15:54:15Z,2025-10-10T18:00:00Z,49.4,49.4,49.4,49.4,47.9,47.9,47.9,46.4,46.4,46.4,46.4,44.9,44.9,44.9,44.9,44.9,43.5,43.5,43.5,43.5,43.5,43.5,43.5,42,42,42,42,42,42,42,42,42,40.6,40.6,40.6,40.6,40.6,40.6,40.6,40.6,39.2,39.2,39.2,39.2,37.8,37.8,37.8,37.8,37.8,36.5,36.5,36.5,36.5,36.5,36.5,36.5
