forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h
2025-10-10T16:40:29Z,2025-10-10T18:00:00Z,0.365,0.384,0.452,0.549,0.653,0.799,1.02,1.22,1.4,1.73,2.04,2.05,1.87,1.67,1.48,1.31,1.17,1.06,0.972,0.903,0.843,0.788,0.749,0.71,0.682,0.653,0.63,0.607,0.892,1.25,1.24,1.11,1.04,0.993,0.961,1.02,1.21,1.54,1.73,1.67
