forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h
2025-10-10T15:54:19Z,2025-10-10T18:00:00Z,94.9,96.5,97.3,98.1,98.1,97.3,97.3,96.5,96.5,96.5,95.7,95.7,95.7,95.7,95.7,96.5,96.5,97.3,97.3,97.3,97.3,97.3,97.3,97.3,96.5,95.7,94.9,94.1,93.4,93.4,92.6,91.8,91.1,91.1,90.3,90.3,89.5,88.8,88.8,88,88,87.3,87.3,86.5,86.5,85.8,85,85,84.3,84.3,83.6,82.8,82.8,82.1,82.1,81.4
