forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:53Z,2025-10-10T00:00:00Z,3.22,3.46,3.72,3.97,4.16,4.26,4.27,4.2,4.08,3.92,3.74,3.55,3.37,3.23
