forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-09-24T22:24:37Z,2025-09-25T00:00:00Z,0.192,0.186,0.184,0.184,0.184,0.182,0.179,0.177,0.179,0.192
