forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T13:25:33Z,2025-10-10T18:00:00Z,3.11,2.9,2.9,2.9,3.32,4.01,3.54,2.9,3.32,4.01,3.54,2.9,2.7,2.7,2.7,2.7,2.5,2.5,2.5,2.5
