forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T13:09:17Z,2025-10-10T18:00:00Z,6.82,10,10,8.26,6.82,5.63,5.63,4.65,4.65,4.65,4.65,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84,3.84
