forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h
2025-10-10T15:41:40Z,2025-10-10T18:00:00Z,0.07,0.08,0.08,0.078,0.078,0.087,0.084,0.082,0.087,0.112,0.12,0.135,0.148,0.135,0.125,0.122,0.12,0.117,0.115,0.115,0.112,0.11,0.108,0.108,0.105,0.103,0.103,0.101,0.108,0.105,0.103,0.101,0.096,0.096,0.096,0.112,0.11,0.108,0.105,0.105
