forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:09:44Z,2025-10-09T18:00:00Z,0.113,0.11,0.107,0.105,0.103,0.109,0.103,0.0993,0.0967,0.0942
