forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T19:09:48Z,2025-10-10T00:00:00Z,45.1,48.1,44.5,35,31.7,28.8,27.5,26.2,25.4,24.3,23.5,22.9,22.7,22.5
