forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h,121h,122h,123h,124h,125h,126h,127h,128h,129h,130h,131h,132h,133h,134h,135h,136h,137h,138h,139h,140h,141h,142h,143h,144h,145h,146h,147h,148h,149h,150h,151h,152h,153h,154h,155h,156h,157h,158h,159h,160h,161h,162h,163h,164h,165h,166h,167h,168h,169h
2025-10-10T14:39:13Z,2025-10-10T15:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.0103,0.0312,0.0655,0.114,0.172,0.237,0.299,0.362,0.423,0.484,0.538,0.586,0.63,0.671,0.695,0.719,0.732,0.732,0.732,0.719,0.701,0.677,0.647,0.614,0.57,0.533,0.498,0.465,0.442,0.423,0.414,0.41,0.41,0.414,0.428,0.446,0.479,0.523,0.58,0.647,0.738,0.83,0.93,1.03,1.12,1.19,1.25,1.28,1.31,1.31,1.31,1.3,1.29,1.27,1.26,1.26,1.26,1.26,1.27,1.27,1.28,1.28,1.26,1.23,1.18,1.11,1.03,0.945,0.858,0.777,0.695,0.614,0.538,0.47,0.41,0.358,0.31,0.267,0.237,0.207,0.184,0.163,0.146,0.133,0.122,0.112,0.107,0.0998,0.0931,0.091,0.0858,0.0833,0.0808,0.0785,0.0785,0.0761,0.0739,0.0739,0.0739,0.0717,0.0717,0.0717,0.0717,0.0696,0.0696,0.0696,0.0696,0.0696,0.0696,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0675,0.0655,0.0655,0.0655,0.0655,0.0655,0.0655,0.0655,0.0636
