forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:45Z,2025-10-10T00:00:00Z,12.4,12.2,12,11.5,10.7,10.2,9.58,9.13,8.73,8.6
