forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T15:25:06Z,2025-10-10T18:00:00Z,2.48,3.25,5.66,1.8,2.33,3.25,5.66,1.68,2.48,2.94,5.66,1.57
