forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h
2025-10-09T18:39:19Z,2025-10-10T00:00:00Z,17.5,18,18.4,18.6,18.5,18.1,17.7,17.1,16.6,16.3,16.1,16,15.9,15.6
