forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h
2025-10-10T15:24:28Z,2025-10-10T18:00:00Z,47,45.8,44.6,42.9,41.9,41.3,40.8,40.3,40.3,40.3,39.8,39.8,39.2,39.2,38.7,38.7,38.7,38.7,38.7,38.2,38.2,38.2,38.2,38.2,37.6,37.6,37.6,37.6
