forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h
2025-10-10T15:25:41Z,2025-10-10T18:00:00Z,0.028,0.028,0.028,0.028,0.021,0.021,0.021,0.028,0.045,0.068,0.082,0.068
