forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h
2025-10-10T13:09:57Z,2025-10-10T18:00:00Z,6.1,6.58,6.1,5.1,5.59,6.1,5.59,4.64,5.1,5.59,4.64,4.21,4.64,5.1,4.64,3.8,4.21,4.64,4.21,3.38
