forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h
2025-10-09T19:24:46Z,2025-10-10T00:00:00Z,1.03,0.997,0.96,0.917,0.882,0.847,0.82,0.787,0.761,0.742
